loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1148,5, Not Graduate, Yes,900000,1800000,14,464,2300000.0,300000.0,1800000.0,700000.0, Rejected
1149,2, Graduate, No,7300000,20000000,6,729,13100000.0,10700000.0,17900000.0,9100000.0, Approved
1152,1, Graduate, No,7200000,21000000,14,421,3500000.0,11600000.0,21800000.0,4600000.0, Rejected
1153,0, Not Graduate, Yes,9400000,34200000,10,512,13100000.0,15600000.0,32600000.0,6300000.0, Rejected
1154,3, Not Graduate, Yes,3400000,12400000,2,730,2500000.0,3900000.0,12200000.0,4600000.0, Approved
1155,0, Graduate, No,600000,2300000,8,627,1800000.0,500000.0,2200000.0,300000.0, Approved
1156,0, Not Graduate, Yes,3300000,10000000,16,434,3000000.0,4100000.0,12900000.0,4100000.0, Rejected
1157,2, Graduate, Yes,5900000,14300000,2,410,11900000.0,4400000.0,16900000.0,4100000.0, Rejected
1158,3, Not Graduate, No,1300000,3600000,16,624,2400000.0,2300000.0,3300000.0,1900000.0, Approved
1159,4, Graduate, Yes,5700000,16900000,4,656,13000000.0,7400000.0,22000000.0,8400000.0, Approved
1161,4, Not Graduate, Yes,7000000,23500000,18,336,15000000.0,9500000.0,19700000.0,7800000.0, Rejected
1165,0, Not Graduate, Yes,9600000,34000000,12,710,23800000.0,10300000.0,38100000.0,7800000.0, Approved
1166,1, Not Graduate, Yes,5400000,20700000,8,753,1900000.0,800000.0,19000000.0,3600000.0, Approved
1167,1, Not Graduate, Yes,7800000,27200000,16,454,16100000.0,3400000.0,17100000.0,11400000.0, Rejected
1169,2, Graduate, No,8900000,28500000,6,367,22200000.0,16600000.0,21500000.0,9300000.0, Rejected
1170,1, Graduate, No,1400000,3100000,20,384,200000.0,1200000.0,4200000.0,1800000.0, Rejected
1171,2, Graduate, No,1700000,5900000,16,610,3100000.0,300000.0,3700000.0,1300000.0, Approved
1172,0, Graduate, No,5300000,19500000,12,802,9800000.0,3300000.0,15200000.0,3200000.0, Approved
1174,2, Graduate, No,5900000,14000000,8,599,4700000.0,9500000.0,17800000.0,6700000.0, Approved
1176,3, Graduate, Yes,7700000,16200000,6,380,11500000.0,15100000.0,22500000.0,6400000.0, Rejected
1177,1, Graduate, No,7900000,27100000,10,803,20000000.0,9800000.0,22200000.0,6600000.0, Approved
1178,4, Graduate, No,3500000,8900000,20,809,7100000.0,1500000.0,13700000.0,3200000.0, Approved
1181,0, Graduate, No,3900000,14500000,8,545,5900000.0,3000000.0,10300000.0,3400000.0, Rejected
1184,4, Graduate, No,7100000,19800000,18,530,7100000.0,3400000.0,20900000.0,7100000.0, Rejected
1186,5, Graduate, No,7400000,21000000,4,561,21300000.0,3800000.0,26400000.0,3900000.0, Approved
1187,2, Not Graduate, No,4400000,12000000,20,421,9300000.0,2700000.0,15700000.0,3400000.0, Rejected
1188,3, Graduate, Yes,8600000,30300000,14,459,12000000.0,4100000.0,23800000.0,9100000.0, Rejected
1191,2, Graduate, Yes,8100000,25700000,8,455,22300000.0,11500000.0,19800000.0,9500000.0, Rejected
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000.0,1400000.0,5100000.0,2300000.0, Approved
1194,2, Not Graduate, Yes,2100000,5600000,16,426,400000.0,300000.0,7100000.0,1200000.0, Rejected
1197,3, Not Graduate, No,2200000,6400000,20,667,6300000.0,3900000.0,8300000.0,2900000.0, Approved
1198,5, Graduate, Yes,7500000,28200000,2,440,8200000.0,5800000.0,24400000.0,6000000.0, Approved
1199,1, Graduate, Yes,8300000,16800000,2,366,22000000.0,6600000.0,27300000.0,4500000.0, Rejected
1200,2, Not Graduate, No,300000,600000,2,383,600000.0,300000.0,1100000.0,400000.0, Rejected
1201,0, Not Graduate, Yes,300000,800000,4,603,800000.0,200000.0,600000.0,200000.0, Approved
1202,3, Graduate, No,3900000,14900000,4,728,4700000.0,4000000.0,14900000.0,5500000.0, Approved
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000.0,900000.0,23100000.0,9800000.0, Rejected
1205,5, Graduate, Yes,1800000,5300000,12,461,2800000.0,2000000.0,4700000.0,2000000.0, Rejected
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000.0,9800000.0,12700000.0,5100000.0, Approved
1208,1, Not Graduate, Yes,300000,600000,8,816,600000.0,300000.0,1100000.0,200000.0, Approved
1211,4, Not Graduate, Yes,4200000,11500000,6,551,10600000.0,7600000.0,11300000.0,5000000.0, Approved
1213,4, Graduate, No,1300000,3600000,10,657,3200000.0,1900000.0,2900000.0,1100000.0, Approved
1214,3, Not Graduate, No,2400000,9300000,2,682,3100000.0,4400000.0,5200000.0,1500000.0, Approved
1216,5, Graduate, Yes,9600000,38000000,10,359,2100000.0,13600000.0,38200000.0,9400000.0, Rejected
1217,0, Graduate, No,400000,1200000,4,766,900000.0,300000.0,1200000.0,300000.0, Approved
1219,0, Graduate, Yes,700000,1400000,10,618,1300000.0,200000.0,1700000.0,500000.0, Approved
1223,4, Not Graduate, Yes,500000,1500000,6,461,1300000.0,500000.0,1700000.0,200000.0, Rejected
1224,2, Graduate, No,1600000,3800000,10,837,3800000.0,1100000.0,5500000.0,1600000.0, Approved
1227,4, Not Graduate, No,6500000,24000000,16,373,5600000.0,5100000.0,15600000.0,6700000.0, Rejected
1230,4, Graduate, Yes,1800000,5800000,14,305,600000.0,3300000.0,3600000.0,2000000.0, Rejected
1231,1, Not Graduate, Yes,7600000,27800000,6,447,1300000.0,700000.0,20100000.0,10900000.0, Rejected
1232,4, Graduate, Yes,1200000,4600000,6,757,1900000.0,200000.0,4800000.0,1500000.0, Approved
1236,4, Graduate, Yes,8400000,25200000,2,308,8100000.0,9300000.0,27700000.0,10500000.0, Approved
1237,0, Graduate, No,300000,500000,18,702,300000.0,400000.0,1200000.0,100000.0, Approved
1238,2, Not Graduate, Yes,9500000,37500000,4,456,10200000.0,16800000.0,34100000.0,12900000.0, Approved
1239,3, Graduate, Yes,1900000,5900000,8,651,700000.0,2100000.0,6200000.0,1500000.0, Approved
1241,4, Graduate, Yes,2200000,7900000,18,848,5100000.0,1700000.0,8500000.0,1600000.0, Approved
1242,5, Graduate, Yes,7100000,19700000,4,727,7700000.0,12900000.0,23600000.0,5800000.0, Approved
1246,0, Not Graduate, No,1800000,6600000,10,737,5000000.0,2000000.0,6000000.0,1500000.0, Approved
1247,1, Graduate, Yes,7600000,29300000,14,690,13900000.0,4000000.0,30000000.0,9100000.0, Approved
1248,1, Graduate, Yes,1000000,3200000,4,888,2000000.0,1500000.0,2200000.0,1300000.0, Approved
1255,5, Not Graduate, Yes,9800000,35700000,10,726,9400000.0,18900000.0,31200000.0,12000000.0, Approved
1256,4, Graduate, No,800000,3100000,18,712,400000.0,700000.0,1900000.0,1100000.0, Approved
1258,3, Graduate, No,6200000,21300000,12,655,6500000.0,11600000.0,19200000.0,5000000.0, Approved
1260,2, Graduate, No,1800000,3800000,4,777,5100000.0,2700000.0,4600000.0,1400000.0, Approved
1261,3, Graduate, No,1700000,5300000,14,696,300000.0,700000.0,4500000.0,800000.0, Approved
1263,2, Graduate, Yes,2200000,7900000,6,659,3400000.0,1800000.0,8600000.0,2400000.0, Approved
1265,2, Not Graduate, No,2200000,8700000,18,729,3900000.0,3300000.0,7600000.0,1300000.0, Approved
1266,1, Graduate, No,8100000,28400000,6,744,20300000.0,10500000.0,21800000.0,7700000.0, Approved
1268,0, Graduate, No,4700000,14800000,20,755,12300000.0,5000000.0,15400000.0,3700000.0, Approved
1269,3, Graduate, Yes,2200000,5300000,2,506,1600000.0,1700000.0,5800000.0,2800000.0, Rejected
1271,1, Not Graduate, Yes,3500000,11600000,10,898,3100000.0,2700000.0,9000000.0,4500000.0, Approved
1272,5, Not Graduate, No,500000,1500000,12,527,100000.0,600000.0,1100000.0,200000.0, Rejected
1274,1, Graduate, No,8400000,25000000,12,694,5300000.0,14900000.0,23000000.0,7700000.0, Approved
1275,1, Graduate, No,5000000,18800000,14,325,13100000.0,5700000.0,12800000.0,4300000.0, Rejected
1277,5, Graduate, Yes,3000000,11900000,14,459,6000000.0,4800000.0,11700000.0,4200000.0, Rejected
1279,4, Graduate, No,7600000,29000000,8,739,22100000.0,8100000.0,22100000.0,8800000.0, Approved
1281,1, Graduate, No,3100000,7400000,18,487,8400000.0,1200000.0,9200000.0,4500000.0, Rejected
1282,3, Graduate, No,7700000,27700000,4,439,13900000.0,7500000.0,27100000.0,6200000.0, Approved
1284,3, Not Graduate, No,3200000,9200000,14,443,3300000.0,1100000.0,7200000.0,4500000.0, Rejected
1285,2, Graduate, No,700000,2600000,20,489,100000.0,200000.0,2400000.0,900000.0, Rejected
1286,4, Not Graduate, Yes,3100000,8600000,14,427,3100000.0,3800000.0,9900000.0,3700000.0, Rejected
1290,2, Not Graduate, No,1500000,4500000,18,428,4500000.0,1200000.0,5600000.0,1100000.0, Rejected
1291,4, Not Graduate, Yes,6300000,15200000,16,415,15500000.0,1800000.0,20700000.0,7900000.0, Rejected
1296,3, Graduate, No,1600000,3500000,10,844,4500000.0,2200000.0,5200000.0,1600000.0, Approved
1298,3, Graduate, Yes,8000000,26300000,12,476,21700000.0,6600000.0,16400000.0,9000000.0, Rejected
1299,2, Graduate, No,2200000,4800000,6,721,1800000.0,100000.0,6900000.0,2200000.0, Approved
1303,3, Not Graduate, No,7700000,18700000,8,483,15100000.0,5600000.0,24600000.0,10200000.0, Rejected
1308,5, Graduate, Yes,8000000,29800000,18,867,17700000.0,14100000.0,22800000.0,9200000.0, Approved
1309,1, Not Graduate, Yes,9900000,38500000,2,875,19600000.0,2900000.0,20200000.0,6500000.0, Approved
1311,2, Graduate, Yes,4900000,12000000,20,513,14200000.0,8100000.0,18300000.0,4800000.0, Rejected
1312,3, Graduate, Yes,7000000,24200000,2,354,18200000.0,7000000.0,15900000.0,7900000.0, Approved
1313,2, Not Graduate, No,9600000,25900000,18,647,11800000.0,9900000.0,35600000.0,11500000.0, Approved
1316,4, Not Graduate, Yes,4100000,9600000,10,521,11900000.0,7100000.0,14100000.0,4900000.0, Rejected
1324,4, Not Graduate, No,1600000,5100000,8,705,2400000.0,800000.0,5100000.0,1900000.0, Approved
1325,1, Not Graduate, Yes,1300000,5000000,20,423,900000.0,800000.0,3900000.0,1600000.0, Rejected
1327,2, Not Graduate, No,2100000,5000000,4,542,700000.0,600000.0,6600000.0,3100000.0, Rejected
1330,1, Not Graduate, Yes,3000000,6800000,10,541,5800000.0,5700000.0,10700000.0,2900000.0, Rejected
1331,1, Graduate, No,900000,2900000,20,782,0.0,1500000.0,3500000.0,800000.0, Approved
1334,0, Graduate, Yes,5000000,18900000,6,641,4300000.0,8500000.0,19600000.0,6700000.0, Approved
1335,3, Graduate, Yes,500000,1700000,4,640,400000.0,700000.0,1300000.0,200000.0, Approved
1338,0, Not Graduate, Yes,6600000,23300000,12,338,2400000.0,800000.0,18900000.0,9300000.0, Rejected
1346,1, Graduate, No,1200000,3400000,20,717,3100000.0,1500000.0,2500000.0,900000.0, Approved
1347,2, Graduate, Yes,7700000,19300000,8,735,1200000.0,1900000.0,23800000.0,10400000.0, Approved
1348,5, Graduate, Yes,7800000,22000000,20,528,5800000.0,8800000.0,24700000.0,4900000.0, Rejected
1350,0, Not Graduate, No,1700000,5700000,12,422,3400000.0,1100000.0,6500000.0,900000.0, Rejected
1353,2, Graduate, No,2400000,7700000,6,719,6000000.0,1700000.0,6700000.0,1600000.0, Approved
1354,3, Not Graduate, Yes,2700000,6100000,14,630,3900000.0,2800000.0,10600000.0,2300000.0, Approved
1355,3, Not Graduate, Yes,600000,1800000,4,843,1400000.0,300000.0,1700000.0,400000.0, Approved
1356,2, Graduate, No,4600000,15600000,2,764,7700000.0,1500000.0,16000000.0,5800000.0, Approved
1357,3, Graduate, No,7200000,17700000,4,662,13100000.0,11500000.0,16300000.0,5300000.0, Approved
1360,5, Graduate, No,4700000,10200000,16,874,10800000.0,7700000.0,11100000.0,7000000.0, Approved
1361,4, Not Graduate, Yes,8700000,30000000,4,370,17600000.0,15600000.0,34600000.0,12100000.0, Approved
1364,1, Not Graduate, No,6800000,16900000,12,779,13800000.0,10200000.0,23400000.0,4400000.0, Approved
1365,1, Not Graduate, No,6400000,14100000,20,553,11700000.0,4500000.0,20000000.0,3600000.0, Approved
1366,4, Not Graduate, No,7600000,29900000,18,445,4800000.0,13900000.0,18400000.0,5700000.0, Rejected
1367,3, Not Graduate, No,9000000,21400000,8,496,16400000.0,7300000.0,31800000.0,12500000.0, Rejected
1368,0, Graduate, Yes,2400000,5900000,10,650,5100000.0,3700000.0,5300000.0,2300000.0, Approved
1374,0, Not Graduate, Yes,6800000,17300000,18,841,10500000.0,8600000.0,16000000.0,8700000.0, Approved
1375,4, Not Graduate, Yes,5300000,10700000,12,700,15800000.0,1900000.0,20500000.0,2900000.0, Approved
1381,1, Not Graduate, No,3800000,9800000,8,335,100000.0,5100000.0,14200000.0,1800000.0, Rejected
1382,5, Graduate, Yes,1500000,4900000,6,618,3400000.0,1000000.0,3200000.0,900000.0, Approved
1383,3, Not Graduate, No,1200000,2400000,12,480,3000000.0,100000.0,3100000.0,1700000.0, Rejected
1386,1, Not Graduate, No,1600000,5100000,12,548,2200000.0,2700000.0,3600000.0,800000.0, Rejected
1392,0, Not Graduate, Yes,1500000,4100000,12,789,3600000.0,1600000.0,5800000.0,1300000.0, Approved
1393,0, Graduate, Yes,400000,900000,2,855,-100000.0,500000.0,1300000.0,400000.0, Approved
1394,0, Not Graduate, No,8700000,33600000,14,751,7100000.0,13700000.0,22800000.0,7000000.0, Approved
1395,3, Not Graduate, No,7000000,21600000,12,739,1600000.0,7600000.0,24500000.0,8400000.0, Approved
1397,4, Not Graduate, Yes,7600000,23800000,16,896,3700000.0,4500000.0,15400000.0,6400000.0, Approved
1400,0, Graduate, No,4800000,15100000,6,848,1300000.0,300000.0,18800000.0,3500000.0, Approved
1401,3, Not Graduate, Yes,600000,2400000,12,884,600000.0,800000.0,1400000.0,600000.0, Approved
1402,3, Graduate, Yes,4900000,14300000,14,439,10300000.0,5600000.0,17400000.0,5100000.0, Rejected
1404,3, Graduate, Yes,9100000,18800000,20,308,14500000.0,10200000.0,20500000.0,4800000.0, Rejected
1406,3, Graduate, Yes,8400000,19600000,2,741,21500000.0,200000.0,18700000.0,8300000.0, Approved
1407,4, Graduate, No,7900000,31400000,8,698,16500000.0,11400000.0,28700000.0,5100000.0, Approved
1410,3, Graduate, Yes,9900000,29900000,20,490,10500000.0,9100000.0,27100000.0,7400000.0, Rejected
1411,2, Not Graduate, No,9500000,25400000,16,451,19000000.0,2900000.0,33800000.0,11400000.0, Rejected
1412,4, Graduate, Yes,1900000,6800000,6,559,3600000.0,2200000.0,6200000.0,1200000.0, Approved
1413,4, Graduate, Yes,6900000,21400000,10,577,12500000.0,2200000.0,14900000.0,6300000.0, Approved
1416,0, Graduate, Yes,2300000,6000000,8,690,5500000.0,2900000.0,6000000.0,2000000.0, Approved
1417,2, Not Graduate, No,7800000,17100000,14,351,19000000.0,7200000.0,19300000.0,7100000.0, Rejected
1419,0, Graduate, Yes,9400000,19200000,20,708,21200000.0,16300000.0,23400000.0,13200000.0, Approved
1420,2, Graduate, No,9100000,21700000,12,549,25500000.0,11000000.0,34700000.0,12200000.0, Rejected
1421,1, Graduate, Yes,9000000,18800000,8,797,4100000.0,9400000.0,22900000.0,7500000.0, Approved
1422,4, Not Graduate, No,7100000,14300000,14,537,13700000.0,10400000.0,18200000.0,6100000.0, Rejected
1423,3, Graduate, No,800000,2500000,12,828,1700000.0,0.0,1500000.0,700000.0, Approved
1425,5, Graduate, No,8500000,25400000,4,336,8500000.0,1200000.0,30600000.0,9000000.0, Rejected
1426,3, Not Graduate, Yes,2500000,9800000,16,424,4700000.0,3200000.0,5800000.0,1300000.0, Rejected
1427,2, Graduate, No,1500000,3300000,18,440,800000.0,2300000.0,3000000.0,1800000.0, Rejected
1428,0, Not Graduate, No,6200000,17300000,8,583,3700000.0,3900000.0,13600000.0,3300000.0, Approved
1429,1, Not Graduate, Yes,1300000,2900000,6,480,2900000.0,300000.0,2900000.0,1400000.0, Rejected
1430,5, Not Graduate, No,6600000,25800000,10,670,4600000.0,7200000.0,20600000.0,8500000.0, Approved
1432,5, Not Graduate, No,1400000,3000000,6,754,3500000.0,2700000.0,5300000.0,1400000.0, Approved
1434,3, Not Graduate, No,6500000,16500000,4,551,5300000.0,800000.0,18500000.0,7600000.0, Approved
1435,3, Graduate, No,8300000,18900000,4,316,20200000.0,9700000.0,21300000.0,8200000.0, Rejected
1436,2, Not Graduate, Yes,8900000,32200000,12,382,0.0,11300000.0,20500000.0,5400000.0, Rejected
1438,0, Graduate, No,2800000,7300000,6,676,3500000.0,2200000.0,5700000.0,3200000.0, Approved
1439,1, Not Graduate, No,8000000,27800000,6,667,6000000.0,12600000.0,22500000.0,9900000.0, Approved
1440,3, Not Graduate, No,3900000,10500000,20,821,1600000.0,6300000.0,11000000.0,3900000.0, Approved
1441,0, Graduate, No,6200000,20100000,20,345,9300000.0,5900000.0,17400000.0,4100000.0, Rejected
1442,3, Not Graduate, Yes,5900000,19200000,10,442,9500000.0,500000.0,18300000.0,4700000.0, Rejected
1443,1, Graduate, Yes,6000000,23300000,12,672,2000000.0,11300000.0,19600000.0,6400000.0, Approved
1444,3, Not Graduate, Yes,9100000,29300000,2,508,19000000.0,5100000.0,31600000.0,11900000.0, Approved
1445,5, Graduate, Yes,3400000,12300000,10,615,7000000.0,1600000.0,11400000.0,3500000.0, Approved
1446,1, Graduate, Yes,1800000,4400000,8,689,3200000.0,2500000.0,3800000.0,1600000.0, Approved
1447,1, Graduate, No,300000,1200000,18,747,100000.0,0.0,700000.0,200000.0, Rejected
1448,1, Graduate, Yes,9000000,22800000,10,412,0.0,15600000.0,32000000.0,4700000.0, Rejected
1452,4, Not Graduate, No,6600000,17300000,14,793,16700000.0,1400000.0,17500000.0,3900000.0, Approved
1453,2, Not Graduate, No,6100000,21800000,4,407,9800000.0,100000.0,20200000.0,5800000.0, Approved
1455,3, Not Graduate, Yes,300000,1000000,12,469,600000.0,400000.0,700000.0,300000.0, Rejected
1456,4, Graduate, No,4700000,10400000,6,373,6800000.0,8600000.0,14300000.0,5400000.0, Rejected
1457,4, Graduate, Yes,1500000,5800000,2,304,2400000.0,1600000.0,3300000.0,1400000.0, Approved
1458,5, Not Graduate, No,2700000,8300000,8,833,4600000.0,1300000.0,6800000.0,3300000.0, Approved
1459,2, Graduate, No,6900000,20900000,2,302,18700000.0,10700000.0,26900000.0,9200000.0, Approved
1461,1, Graduate, No,4100000,10000000,6,891,4900000.0,300000.0,12600000.0,3600000.0, Approved
1462,3, Not Graduate, No,4100000,12200000,2,457,700000.0,500000.0,14100000.0,4900000.0, Rejected
1463,4, Not Graduate, No,1600000,3200000,16,657,200000.0,100000.0,5700000.0,1200000.0, Approved
1464,2, Not Graduate, Yes,400000,1400000,2,480,200000.0,700000.0,1600000.0,200000.0, Approved
1465,5, Graduate, Yes,4400000,17300000,20,840,3600000.0,5100000.0,12900000.0,2300000.0, Approved
1468,1, Graduate, Yes,9000000,33500000,2,748,7900000.0,9800000.0,25700000.0,11500000.0, Approved
1470,2, Graduate, Yes,6900000,13900000,8,829,14300000.0,8100000.0,22400000.0,4600000.0, Approved
1471,3, Not Graduate, No,4300000,11100000,6,312,4800000.0,3800000.0,10100000.0,3300000.0, Rejected
1472,3, Not Graduate, No,6600000,21400000,10,467,15200000.0,6000000.0,20300000.0,5200000.0, Rejected
1474,3, Graduate, Yes,400000,1100000,6,711,100000.0,300000.0,1400000.0,100000.0, Approved
1476,5, Not Graduate, No,9700000,28400000,4,494,5300000.0,12000000.0,24400000.0,10000000.0, Rejected
1477,2, Graduate, Yes,5400000,10900000,14,741,1300000.0,6000000.0,20400000.0,5600000.0, Approved
1478,4, Not Graduate, No,1200000,3300000,12,876,400000.0,100000.0,3800000.0,1000000.0, Approved
1479,0, Graduate, Yes,7000000,26400000,14,610,14300000.0,0.0,13900000.0,5300000.0, Approved
1481,5, Graduate, Yes,700000,1800000,14,571,200000.0,400000.0,1900000.0,400000.0, Approved
1485,0, Not Graduate, Yes,5400000,10900000,20,366,3700000.0,500000.0,21000000.0,4800000.0, Rejected
1486,1, Not Graduate, Yes,1800000,5500000,10,426,5000000.0,1500000.0,5900000.0,1600000.0, Rejected
1488,3, Not Graduate, Yes,1400000,4600000,8,543,1500000.0,1200000.0,2700000.0,2000000.0, Rejected
1490,0, Not Graduate, Yes,3300000,13100000,12,812,4800000.0,4900000.0,7500000.0,4300000.0, Approved
1491,0, Not Graduate, No,7000000,25300000,14,697,15100000.0,10400000.0,14300000.0,6700000.0, Approved
1492,1, Not Graduate, No,3900000,15100000,12,527,10600000.0,5100000.0,11100000.0,3800000.0, Rejected
1493,1, Not Graduate, No,5700000,17200000,4,512,4300000.0,7000000.0,21400000.0,3000000.0, Approved
1494,0, Graduate, No,4100000,9200000,4,671,3400000.0,6300000.0,10400000.0,4900000.0, Approved
1497,3, Not Graduate, Yes,2500000,7700000,16,485,2000000.0,3600000.0,5600000.0,3200000.0, Rejected
1498,0, Not Graduate, Yes,900000,2100000,6,521,100000.0,1700000.0,2100000.0,700000.0, Rejected
1499,1, Not Graduate, No,2900000,7400000,10,874,400000.0,1200000.0,10100000.0,3300000.0, Approved
1501,2, Not Graduate, No,5200000,14800000,12,659,11500000.0,5200000.0,18100000.0,4100000.0, Approved
1503,2, Graduate, Yes,4800000,13200000,20,310,11800000.0,4600000.0,12900000.0,4200000.0, Rejected
1504,0, Graduate, No,2000000,4700000,6,785,2900000.0,1800000.0,6700000.0,1700000.0, Approved
1506,3, Not Graduate, Yes,5300000,19600000,2,433,14700000.0,9900000.0,10800000.0,3000000.0, Approved
1507,1, Not Graduate, Yes,400000,1300000,18,801,100000.0,0.0,1500000.0,600000.0, Approved
1509,0, Not Graduate, Yes,2300000,6000000,16,756,2900000.0,2100000.0,7500000.0,1200000.0, Approved
1510,3, Graduate, No,1000000,2800000,4,757,2500000.0,100000.0,3800000.0,900000.0, Approved
1512,3, Graduate, Yes,3400000,7200000,12,733,4800000.0,2700000.0,8100000.0,2200000.0, Approved
1513,0, Not Graduate, No,9600000,38200000,8,421,1600000.0,14100000.0,33600000.0,13800000.0, Rejected
1515,3, Graduate, No,4700000,17400000,10,393,12400000.0,5300000.0,18700000.0,5300000.0, Rejected
1519,4, Graduate, Yes,2400000,7100000,16,871,7000000.0,300000.0,8500000.0,3500000.0, Approved
1520,4, Graduate, Yes,7900000,21500000,16,497,2200000.0,5200000.0,23100000.0,7700000.0, Rejected
1521,0, Graduate, No,1400000,2700000,2,649,2600000.0,1000000.0,5500000.0,1100000.0, Approved
1522,0, Graduate, Yes,3500000,10000000,14,709,5300000.0,1800000.0,9200000.0,5000000.0, Approved
1525,2, Not Graduate, Yes,3000000,7100000,4,819,5400000.0,4800000.0,6000000.0,2100000.0, Approved
1526,5, Not Graduate, Yes,3400000,9400000,16,535,3100000.0,5600000.0,12900000.0,3200000.0, Rejected
1527,0, Graduate, Yes,400000,1200000,14,889,1100000.0,200000.0,700000.0,200000.0, Approved
1529,5, Graduate, Yes,400000,800000,2,759,100000.0,500000.0,1300000.0,300000.0, Approved
1530,3, Graduate, Yes,9000000,33600000,2,426,21600000.0,16200000.0,20700000.0,11900000.0, Approved
1532,4, Graduate, Yes,2000000,4700000,2,615,500000.0,100000.0,6700000.0,3000000.0, Approved
1533,2, Graduate, No,4700000,14000000,12,784,13400000.0,2700000.0,14800000.0,6900000.0, Approved
1535,1, Not Graduate, No,2600000,7900000,12,306,2000000.0,2400000.0,7600000.0,3300000.0, Rejected
1540,4, Not Graduate, Yes,1500000,4600000,6,524,3700000.0,2000000.0,5000000.0,1400000.0, Rejected
1541,1, Not Graduate, No,6200000,23100000,16,838,9100000.0,1400000.0,23500000.0,7000000.0, Approved
1544,2, Graduate, Yes,600000,2400000,6,454,100000.0,600000.0,2300000.0,300000.0, Rejected
1545,4, Not Graduate, No,4300000,16500000,4,539,10600000.0,6100000.0,9300000.0,2100000.0, Approved
1548,1, Graduate, Yes,9900000,34100000,14,371,24400000.0,7100000.0,29300000.0,6200000.0, Rejected
1549,5, Graduate, No,700000,1900000,4,784,500000.0,1000000.0,2100000.0,600000.0, Approved
1550,1, Graduate, Yes,2100000,7300000,16,826,1600000.0,3500000.0,7700000.0,1400000.0, Approved
1551,2, Not Graduate, No,3200000,10500000,12,502,4300000.0,1500000.0,10000000.0,4500000.0, Rejected
1552,0, Graduate, No,2900000,7800000,8,367,700000.0,3700000.0,7700000.0,3600000.0, Rejected
1554,1, Graduate, No,3700000,13600000,16,608,400000.0,2200000.0,13400000.0,2800000.0, Approved
1557,5, Not Graduate, Yes,5600000,20500000,8,873,5500000.0,9500000.0,19400000.0,7800000.0, Approved
1561,5, Not Graduate, Yes,2500000,9600000,6,345,1900000.0,1900000.0,6800000.0,2600000.0, Rejected
1562,4, Graduate, Yes,3100000,8100000,12,730,6300000.0,4500000.0,9000000.0,4500000.0, Approved
1563,1, Graduate, Yes,7600000,19300000,20,835,5800000.0,2300000.0,22000000.0,8200000.0, Approved
1564,3, Not Graduate, Yes,500000,1700000,2,811,500000.0,500000.0,1400000.0,200000.0, Approved
1565,2, Not Graduate, No,2700000,5900000,14,662,3200000.0,1600000.0,7300000.0,3800000.0, Approved
1566,2, Not Graduate, Yes,3500000,13300000,4,420,6400000.0,1700000.0,8000000.0,2300000.0, Approved
1568,2, Not Graduate, Yes,5600000,20000000,10,367,13700000.0,5000000.0,19100000.0,6000000.0, Rejected
1569,5, Not Graduate, Yes,4800000,16400000,14,390,8400000.0,2400000.0,9500000.0,4000000.0, Rejected
1570,4, Not Graduate, Yes,5200000,12200000,2,602,10300000.0,800000.0,20500000.0,7700000.0, Approved
1572,1, Graduate, No,2700000,6800000,20,713,500000.0,3300000.0,6100000.0,1900000.0, Approved
1573,3, Graduate, No,5000000,16200000,8,591,1900000.0,3400000.0,14000000.0,5000000.0, Approved
1574,2, Not Graduate, Yes,2700000,9400000,14,701,400000.0,3400000.0,9900000.0,1900000.0, Approved
1575,4, Not Graduate, Yes,2800000,10000000,12,655,4900000.0,3600000.0,8500000.0,3300000.0, Approved
1577,0, Graduate, Yes,5900000,15100000,10,794,6000000.0,4300000.0,14900000.0,5400000.0, Approved
1579,3, Graduate, Yes,1900000,7100000,6,583,400000.0,2800000.0,6500000.0,2000000.0, Approved
1580,5, Graduate, No,1800000,6800000,18,457,2200000.0,1100000.0,3800000.0,1400000.0, Rejected
1582,1, Graduate, No,9100000,30100000,14,890,17800000.0,12400000.0,32500000.0,7500000.0, Approved
1583,2, Not Graduate, Yes,5300000,12300000,14,472,10000000.0,1600000.0,20400000.0,3300000.0, Rejected
1584,2, Not Graduate, No,3700000,10900000,12,788,1700000.0,700000.0,12200000.0,2600000.0, Approved
1586,3, Graduate, No,8300000,30500000,10,473,13300000.0,9400000.0,23300000.0,11800000.0, Rejected
1587,5, Graduate, No,6400000,21500000,16,728,300000.0,5200000.0,17400000.0,9600000.0, Approved
1588,5, Graduate, Yes,5300000,17800000,16,505,9200000.0,8500000.0,14600000.0,4100000.0, Rejected
1589,0, Graduate, Yes,5600000,19300000,6,407,3400000.0,3600000.0,14200000.0,8400000.0, Rejected
1593,2, Not Graduate, Yes,7400000,14900000,20,627,15900000.0,10100000.0,19000000.0,10300000.0, Approved
1595,3, Graduate, Yes,8800000,30200000,8,607,13600000.0,12700000.0,21500000.0,5900000.0, Approved
1597,1, Not Graduate, Yes,8100000,26900000,6,522,23000000.0,2100000.0,18700000.0,4200000.0, Rejected
